score,pubdate,source,title,link
28,2025-07-15-18-44-15 +0000,nyt,Rising Inflation Underscores Risks in Trump’s New Tariff Threats,https://www.nytimes.com/2025/07/15/us/politics/trump-tariffs-inflation.html
19,2025-07-15-17-49-34 +0000,bbc,Carney says US-Canada trade deal likely to include some tariffs,https://www.bbc.com/news/articles/c0q82qqxegno
19,2025-07-15-20-10-21 +0000,bbc,Three key questions after Afghan data breach sparked unprecedented secret evacuation,https://www.bbc.com/news/articles/c9w12kdg5zko
13,2025-07-16-12-51-17 +0000,nyt,"As Iran Deports a Million Afghans, ‘Where Do We Even Go?’",https://www.nytimes.com/2025/07/16/world/middleeast/iran-deportations-afghanistan.html
13,2025-07-16-01-22-14 +0000,nyt,"Republicans in Congress Shift to Backing Ukraine, Matching Trump’s Reversal",https://www.nytimes.com/2025/07/15/us/politics/ukraine-republicans-trump.html
12,2025-07-16-10-35-23 +0000,nyt,South African AIDS Activist Pushes for H.I.V. Treatment Access After U.S.-Aid Cuts,https://www.nytimes.com/2025/07/14/health/south-africa-aids-hiv-trump-funding-cuts.html
12,2025-07-15-20-07-27 +0000,nyt,Police Arrest Far-Right Leader After Anti-Immigrant Riots in Spanish Town,https://www.nytimes.com/2025/07/15/world/europe/torre-pacheco-spain-anti-immigrant-riots-arrest.html
12,2025-07-15-18-27-07 +0000,nyt,"Canada Wildfire Smoke Triggers Air Quality Alerts in Toronto, Montreal and U.S.",https://www.nytimes.com/2025/07/14/world/canada/canada-wildfire-smoke-manitoba-toronto-us.html
11,2025-07-15-15-44-55 +0000,nyt,The Economy Has Been Resilient. The New Round of Tariffs May Hit Harder.,https://www.nytimes.com/2025/07/14/us/politics/tariff-threats-us-economy.html
10,2025-07-16-06-32-47 +0000,bbc,'No respite for consumer' as food prices remain 'stubbornly high',https://www.bbc.com/news/articles/c0q82xqv0y8o
