score,pubdate,source,title,link
30,2025-07-13-22-16-58 +0000,nyt,Ex-Secret Service Director Denies She Failed to Send Agents to Protect Trump,https://www.nytimes.com/2025/07/13/us/politics/ex-secret-service-director-senate-report.html
30,2025-07-13-14-20-23 +0000,cbc,"1 year after Trump assassination attempt, changes at U.S. Secret Service but questions remain",https://www.cbc.ca/news/world/trump-assassination-changes-secret-service-1.7583946?cmp=rss
27,2025-07-13-09-01-38 +0000,nyt,What to Know About Secret Service One Year After Trump Assassination Attempt,https://www.nytimes.com/2025/07/13/us/politics/secret-service-trump-shooting.html
26,2025-07-13-15-18-43 +0000,nyt,"To Sidestep Trump Tariffs, Asian Nations Seek New Trade Partners",https://www.nytimes.com/2025/07/13/business/economy/trump-tariffs-trade-deals.html
25,2025-07-13-16-57-56 +0000,nyt,How Trump’s Latest Tariff Threat Risks Deeper Damage to Europe’s Economy,https://www.nytimes.com/2025/07/13/business/trump-tariffs-europe-economy.html
25,2025-07-13-23-03-47 +0000,nyt,King Charles III Will Host Trump for U.K. State Visit in September,https://www.nytimes.com/2025/07/13/world/europe/king-charles-trump-uk-state-visit.html
24,2025-07-13-22-18-56 +0000,nyt,"Noem Defends FEMA Response to Texas Flooding and Says Trump Wants Agency ‘Remade,’ Not Cut",https://www.nytimes.com/2025/07/13/us/politics/kristi-noem-trump-texas-floods-fema.html
24,2025-07-13-23-01-45 +0000,bbc,Trump will be hosted by King at Windsor during second state visit,https://www.bbc.com/news/articles/c4g25ne7gw6o
24,2025-07-13-01-00-00 +0000,wsj,"Economists expect stronger growth and job creation, lower risk of recession and cooler inflation than they did three months ago, according to a Wall Street Journal survey",https://www.wsj.com/economy/economists-see-lower-recession-risk-and-stronger-job-growth-wsj-survey-10d6e476
23,2025-07-13-20-45-42 +0000,bbc,Trump defends US Attorney General Pam Bondi over Epstein files,https://www.bbc.com/news/articles/c9qxd2exqgno
23,2025-07-13-21-18-57 +0000,nyt,The NATO leader will meet with Trump and other top officials in Washington this week.,https://www.nytimes.com/live/2025/07/13/us/trump-news/the-nato-leader-will-meet-with-trump-and-other-top-officials-in-washington-this-week
22,2025-07-13-03-03-50 +0000,nyt,Trump Pleads With Followers to Back Bondi in Dispute Over Epstein Inquiry,https://www.nytimes.com/2025/07/12/us/politics/trump-bondi-epstein-bongino.html
20,2025-07-13-03-34-49 +0000,bbc,EU and Mexico criticise Trump's proposed 30% tariff,https://www.bbc.com/news/articles/cyvj13d9ylpo
20,2025-07-13-09-00-50 +0000,nyt,"From Science to Diversity, Trump Hits the Reverse Button on Decades of Change",https://www.nytimes.com/2025/07/13/us/politics/trump-reversal-better-times.html
20,2025-07-13-01-04-00 +0000,wsj,Answers to frequently asked questions about The Wall Street Journal's Economic Forecasting survey plus links to stories and archival data.,https://www.wsj.com/economy/economic-forecasting-survey-archive-11617814998
18,2025-07-13-22-20-06 +0000,bbc,Two women killed at Kentucky church as gunman opens fire after shooting officer,https://www.bbc.com/news/articles/cm2l5jn6254o
17,2025-07-13-14-44-05 +0000,cbc,"Israeli strike kills children collecting water, Gaza officials say. IDF says there was a malfunction",https://www.cbc.ca/news/world/strike-water-distribution-gaza-children-killed-1.7583957?cmp=rss
17,2025-07-13-23-08-34 +0000,cbc,"2 women killed, suspect dead in Kentucky church shooting, police say",https://www.cbc.ca/news/world/kentucky-church-shooting-1.7584130?cmp=rss
16,2025-07-13-18-05-54 +0000,nyt,Justice Department Drops Case Against Utah Doctor Over Fake Covid-19 Vaccine Cards,https://www.nytimes.com/2025/07/13/us/politics/utah-doctor-covid-vaccines.html
16,2025-07-13-23-38-18 +0000,startribune,Thousands explore Asian culture while eating their way through sold-out Minnesota Panda Fest,https://www.startribune.com/panda-fest-twin-cities-asian-food-mall-of-america-minneapolis-minnesota/601414831
16,2025-07-13-12-49-15 +0000,cbc,Ukraine's security service says its agents killed suspected Russian FSB assassins,https://www.cbc.ca/news/world/ukraine-says-russian-assassins-killed-1.7583942?cmp=rss
15,2025-07-13-20-28-06 +0000,nyt,"Children Among at Least 10 Killed in Israeli Strike in Central Gaza, Officials Say",https://www.nytimes.com/2025/07/13/world/middleeast/gaza-israel-market.html
14,2025-07-13-13-00-00 +0000,startribune,Tonka Bay begins moving mounds of accidentally unearthed sacred soil piled near City Hall,https://www.startribune.com/tonka-bay-sacred-soil-mounds/601406848
14,2025-07-13-15-20-08 +0000,bbc,"Texas camp buildings were removed from map showing flood risks, US media reports",https://www.bbc.com/news/articles/ce8zjk5yx8wo
14,2025-07-13-19-11-49 +0000,cbc,"Muhammadu Buhari, who took power in Nigeria by both coup and ballot box, dead at 82",https://www.cbc.ca/news/world/muhammadu-buhari-obit-nigeria-1.7584045?cmp=rss
13,2025-07-13-20-15-06 +0000,nyt,South African President Opens Corruption Inquiry of Police Leader,https://www.nytimes.com/2025/07/13/world/africa/south-africa-police-corruption-ramaphosa.html
13,2025-07-13-07-17-55 +0000,bbc,US drops charges against doctor accused of destroying Covid vaccines,https://www.bbc.com/news/articles/cy0w1p0wq87o
13,2025-07-13-16-13-14 +0000,nyt,"In Canada’s Northern Outposts, Rusting Relics Once Guarded Against Nuclear War",https://www.nytimes.com/2025/07/13/world/americas/canada-cold-war-golden-dome.html
13,2025-07-13-20-00-00 +0000,startribune,Road construction fatigue continues as MnDOT begins another new highway project,https://www.startribune.com/road-construction-fatigue-continues-as-mndot-begins-another-new-highway-project/601415348
12,2025-07-13-09-01-01 +0000,nyt,Democrats Lost Voters on Transgender Rights. Winning Them Back Won’t Be Easy.,https://www.nytimes.com/2025/07/13/us/politics/democrats-transgender-rights.html
12,2025-07-13-13-00-00 +0000,startribune,"Brown: At 5,000 feet, the legacy of Iron Range mining in Minnesota is clear, but its future is hazy",https://www.startribune.com/iron-range-mining-impact-economy-environment/601410895
12,2025-07-13-20-02-10 +0000,nyt,"Amid Tariff Chaos, U.S. Allies Try to Redraw the Trade Map",https://www.nytimes.com/2025/07/13/world/europe/trump-tariffs-trade-europe-us.html
12,2025-07-13-11-00-00 +0000,startribune,A wrongful-death ruling at an assisted-living facility was overturned in a rare successful appeal,https://www.startribune.com/a-wrongful-death-ruling-at-an-assisted-living-facility-was-overturned-in-a-rare-successful-appeal/601384865
11,2025-07-13-20-32-26 +0000,cbc,"Ford recalls nearly a million newer vehicles in Canada, U.S. over fuel pump concerns",https://www.cbc.ca/news/business/ford-recall-fuel-pump-1.7584075?cmp=rss
11,2025-07-13-21-40-33 +0000,startribune,Three Twin Cities suburbs under boil water advisory,https://www.startribune.com/boil-water-advisory-new-hope-crystal-golden-valley/601420931
10,2025-07-13-08-01-00 +0000,cbc,"Crypto, bribes and fear: How ex-Olympian Ryan Wedding stays hidden",https://www.cbc.ca/news/world/fugitive-ryan-wedding-evade-arrest-1.7582749?cmp=rss
10,2025-07-13-08-00-00 +0000,cbc,'Quite an honour': Canadians take a turn as the King's Life Guard in London,https://www.cbc.ca/news/world/canadian-soldiers-kings-life-guard-sovereign-grant-report-duke-edinburgh-award-fanshawe-1.7580832?cmp=rss
10,2025-07-13-09-37-23 +0000,nyt,The latest threatened tariffs apparently do not apply to cars.,https://www.nytimes.com/live/2025/07/12/us/trump-news/latest-tariffs-apparently-do-not-apply-to-cars
10,2025-07-13-22-33-25 +0000,nyt,"Muhammadu Buhari, Nigeria’s Former President, Dies at 82",https://www.nytimes.com/2025/07/13/obituaries/muhammadu-buhari-nigeria-obituary.html
10,2025-07-13-23-43-37 +0000,nyt,Biden Says He Made the Clemency Decisions Recorded With Autopen,https://www.nytimes.com/2025/07/13/us/politics/biden-pardon-autopen-trump.html
10,2025-07-13-18-56-50 +0000,cbc,Sinner beats 2-time defending champion Alcaraz to win 1st Wimbledon title,https://www.cbc.ca/sports/tennis/2025-wimbledon-men-final-recap-1.7584001?cmp=rss
10,2025-07-13-16-32-03 +0000,nyt,"For Families of Air India Crash Victims, Report Brings No Closure",https://www.nytimes.com/2025/07/13/world/asia/air-india-crash-report-victim-families.html
9,2025-07-13-16-26-22 +0000,nyt,France Announces Agreement to Give New Caledonia More Autonomy,https://www.nytimes.com/2025/07/13/world/asia/france-new-caledonia-agreement.html
9,2025-07-13-18-34-22 +0000,startribune,Hummingbird moths are now humming around Minnesota’s blooming flowers,https://www.startribune.com/hummingbird-moths-are-now-humming-around-minnesotas-blooming-flowers/601414575
9,2025-07-13-23-01-00 +0000,startribune,Twins head into All-Star break under .500 with 2-1 loss to Pirates,https://www.startribune.com/minnesota-twins-head-into-all-star-break-under-500-with-2-1-loss-to-pirates/601421003
9,2025-07-13-23-07-29 +0000,nyt,Excerpts From The Times’s Interview With Biden on Clemency Decisions,https://www.nytimes.com/2025/07/13/us/politics/biden-clemency-interview.html
8,2025-07-13-04-28-08 +0000,nyt,Modi Wants More Indians to Speak Hindi. Some States Are Shouting ‘No.’,https://www.nytimes.com/2025/07/13/world/asia/india-modi-hindi.html
8,2025-07-13-20-32-40 +0000,nyt,"Macron Increases Military Spending, Saying Freedom Is Threatened",https://www.nytimes.com/2025/07/13/world/europe/macron-france-military-spending.html
7,2025-07-13-09-01-09 +0000,nyt,How the Democrats Lost on Transgender Issues,https://www.nytimes.com/video/us/politics/100000010272916/how-the-democrats-lost-on-transgender-issues.html
6,2025-07-13-22-36-19 +0000,nyt,Monday Briefing: America’s Brain Drain and the World,https://www.nytimes.com/2025/07/13/briefing/harvard-science-brain-drain-us-rare-earths-eu-trade.html
