score,word
10,trump
5,trade
4,will
3,market
3,cut
3,tariffs
3,war
3,nigerian
3,tariff
3,new
3,ukraine
2,against
2,map
2,risks
2,rates
2,children
2,america
2,minister
2,wafcon
2,visit
2,king
2,killed
2,was
2,world
2,across
2,were
2,safe
2,public
2,during
2,two
2,crash
2,eu
2,threat
2,europe
2,lost
2,leader
2,buhari
2,electric
2,former
1,caledonia
1,begin
1,furnace
1,body
1,flown
1,simple
1,burial
1,willingness
1,arm
1,holiday
1,give
1,agreement
1,announces
1,france
1,retaliatory
1,delays
1,aged
1,dies
1,muhammadu
1,economy
1,damage
1,deeper
1,latest
1,attended
1,really
1,food
1,beyond
1,outback
1,backpacker
1,german
1,pipeline
1,weapons
1,announce
1,expected
1,putin
1,tone
1,changed
1,words
1,own
1,contact
1,chief
1,government
1,oldest
1,association
1,pilots
1,indian
1,crew
1,india
1,air
1,vilify
1,don
1,summers
1,remakes
1,change
1,climate
1,paradise
1,found
1,grateful
1,quarantine
1,covid
1,turns
1,kong
1,hong
1,starved
1,housing
1,slows
1,job
1,ready
1,boss
1,bank
1,term
1,eighth
1,seek
1,president
1,talks
1,bilateral
1,round
1,following
1,eased
1,tensions
1,expectations
1,topping
1,june
1,clip
1,faster
1,grew
1,exports
1,china
1,hostel
1,site
1,post
1,hungry
1,go
1,americans
1,worry
1,demand
1,rising
1,under
1,straining
1,already
1,country
1,banks
1,fuel
1,boeing
1,authority
1,aviation
1,estate
1,leading
1,tactics
1,sales
1,dubious
1,drain
1,brain
1,briefing
1,monday
1,young
1,costly
1,too
1,transport
1,probe
1,switches
1,office
1,band
1,boy
1,garden
1,meteor
1,story
1,birth
1,fake
1,using
1,uk
1,baby
1,smuggled
1,woman
1,investigation
1,bbc
1,uncovered
1,agencies
1,dodge
1,looking
1,manufacturers
1,chinese
1,off
1,hebrides
1,outer
1,islands
1,leave
1,ferries
1,unreliable
1,scotland
1,reunion
1,surprise
1,fans
1,thrills
1,water
1,deepening
1,rural
1,hit
1,cuts
1,broadcasting
1,outcome
1,desired
1,exactly
1,wasn
1,vietnam
1,goods
1,their
1,border
1,pushing
1,steep
1,soccer
1,bowl
1,super
1,carpets
1,red
1,coldplay
1,windsor
1,hosted
1,september
1,host
1,iii
1,charles
1,mexico
1,between
1,row
1,shortage
1,nigeria
1,officer
1,shooting
1,fire
1,opens
1,gunman
1,church
1,kentucky
1,women
1,minutes
1,ends
1,show
1,wireless
1,final
1,drake
1,disappointment
1,attorney
1,defends
1,allegations
1,crime
1,organised
1,suspended
1,police
1,african
1,south
1,finals
1,need
1,you
1,everything
1,draw
1,progress
1,algeria
1,strike
1,israeli
1,least
1,among
1,threatened
1,freedom
1,saying
1,spending
1,military
1,increases
1,macron
1,files
1,epstein
1,bondi
1,pam
1,general
1,watch
1,redraw
1,try
1,allies
1,chaos
1,amid
1,city
1,sudanese
1,trap
1,death
1,prison
1,cattle
1,storms
1,rsf
1,gaza
1,central
1,further
1,ecb
1,spur
1,likely
1,would
1,higher
1,approach
1,biden
1,closer
1,him
1,puts
1,flood
1,concert
1,rio
1,gaga
1,lady
1,tata
1,showing
1,removed
1,buildings
1,camp
1,texas
1,nuclear
1,guarded
1,once
1,relics
1,rusting
1,outposts
1,northern
1,canada
1,autonomy
1,media
1,workers
1,owned
1,summer
1,our
1,pounds
1,hundreds
1,saved
1,online
1,considered
1,being
1,rules
1,pledges
1,buy
1,cheaper
1,cars
1,reports
