score,pubdate,source,title,link
33,2025-07-13-19-11-43 +0000,nypost,President Trump and first lady Melania arrive at MetLife Stadium to huge applause for FIFA Club World Cup final,https://nypost.com/2025/07/13/us-news/president-trump-melania-arrive-at-fifa-club-world-cup-final-at-metlife-stadium/
26,2025-07-13-22-43-30 +0000,nypost,Ex-AOC top aide urges Mamdani to run primaries against Dems resisting his socialist agenda: ‘Politics runs on fear’,https://nypost.com/2025/07/13/us-news/ex-aoc-aide-mamdani-must-run-primaries-against-dems-resisting-agenda/
19,2025-07-14-05-26-09 +0000,nypost,"Biden admits he didn’t approve each individual pardon, chief of staff Zients signed off on last-day clemencies",https://nypost.com/2025/07/14/us-news/biden-defends-controversial-autopen-use-for-mass-clemency-decisions-in-nyt-interview/
16,2025-07-14-14-31-32 +0000,bbc,Two women killed at Kentucky church as gunman opens fire after shooting officer,https://www.bbc.com/news/articles/cm2l5jn6254o
14,2025-07-13-22-44-12 +0000,nypost,Ex-Secret Service director fires back at Rand Paul’s accusations she lied about lack of resources given to Trump’s Butler rally,https://nypost.com/2025/07/13/us-news/ex-secret-service-director-kimberly-cheatle-fires-back-at-rand-pauls-accusations-she-lied-about-lack-of-resources-give-to-trumps-butler-rally/
14,2025-07-14-01-05-35 +0000,nypost,"Trump announces US will send Patriot missiles to Ukraine, says Putin ‘talks nice but then he bombs everybody in the evening’",https://nypost.com/2025/07/13/world-news/trump-says-us-will-send-missiles-to-ukraine/
13,2025-07-13-20-11-31 +0000,nypost,"Times Square ad for Vivek Ramaswamy rips ‘radical socialist’ Zohran Mamdani, urges NYers to flee for Ohio: ‘Waiting For You!’",https://nypost.com/2025/07/13/us-news/times-square-ad-takes-aim-at-radical-socialist-mamdani-urges-nyers-to-flee-to-ohio/
13,2025-07-14-00-54-28 +0000,nypost,Trump quips about signing executive order mandating soccer be called ‘football’ in America: ‘I think we could do that’,https://nypost.com/2025/07/13/us-news/trump-quips-about-signing-executive-order-mandating-soccer-be-called-football-in-america-at-fifa-club-world-cup-final/
12,2025-07-14-09-00-20 +0000,nyt,South African AIDS Activist Pushes for H.I.V. Treatment Access After U.S.-Aid Cuts,https://www.nytimes.com/2025/07/14/health/south-africa-aids-hiv-trump-funding-cuts.html
12,2025-07-14-01-28-07 +0000,nypost,Kristi Noem clashes with NBC anchor Kristen Welker over ‘inhumane’ conditions at Alligator Alcatraz,https://nypost.com/2025/07/13/media/kristi-noem-clashes-with-nbc-over-inhumane-conditions-at-alligator-alcatraz/
