score,pubdate,source,title,link
32,2025-07-15-00-53-28 +0000,nypost,NATO chief warns Russia’s trading partners after Trump’s 100% tariff threat: ‘You might want to call Vladimir’,https://nypost.com/2025/07/14/us-news/nato-chief-warns-russias-trading-partners-after-trumps-100-tariff-threat/
20,2025-07-14-05-26-09 +0000,nypost,"Biden admits he didn’t approve each individual pardon, chief of staff Zients signed off on last-day clemencies",https://nypost.com/2025/07/14/us-news/biden-defends-controversial-autopen-use-for-mass-clemency-decisions-in-nyt-interview/
19,2025-07-15-01-25-19 +0000,nypost,"Democratic city officers flocking to cop-friendly red states, police leader claims: ‘Why would anyone stay?’",https://nypost.com/2025/07/14/us-news/blue-city-officers-flocking-to-cop-friendly-red-states/
17,2025-07-14-19-28-42 +0000,nypost,Andrew Cuomo confirms independent run for NYC mayor – despite calls to bow out after Dem primary loss: ‘In it to win it’,https://nypost.com/2025/07/14/us-news/andrew-cuomo-confirms-independent-run-for-nyc-mayor/
17,2025-07-14-14-55-07 +0000,bbc,"Boeing fuel switches safe, regulator says after Air India crash",https://www.bbc.com/news/articles/ce9xpgnx3vdo
15,2025-07-14-14-31-32 +0000,bbc,Two women killed at Kentucky church as gunman opens fire after shooting officer,https://www.bbc.com/news/articles/cm2l5jn6254o
14,2025-07-14-20-37-28 +0000,nyt,The Economy Has Been Resilient. The New Round of Tariffs May Hit Harder.,https://www.nytimes.com/2025/07/14/us/politics/tariff-threats-us-economy.html
13,2025-07-14-03-50-12 +0000,nypost,JD Vance claps back at snide comment from Gov. Gavin Newsom bashing his family trip to Disneyland,https://nypost.com/2025/07/13/us-news/jd-vance-claps-back-at-snide-comment-from-gov-gavin-newsom-bashing-his-family-trip-to-disneyland/
12,2025-07-14-20-57-24 +0000,nypost,Sen. Rand Paul renews push for criminal probe of Fauci after startling Biden autopen use revealed,https://nypost.com/2025/07/14/us-news/sen-rand-paul-renews-push-for-criminal-probe-of-fauci-after-startling-biden-autopen-use-revealed/
12,2025-07-14-19-51-43 +0000,nypost,Supreme Court lets Trump move forward with firing hundreds of Education Department workers,https://nypost.com/2025/07/14/us-news/supreme-court-lets-trump-move-forward-with-firing-hundreds-of-education-department-workers/
