score,pubdate,source,title,link
32,2025-07-14-02-00-00 +0000,wsj,Chinese manufacturers looking to dodge steep U.S. tariffs are pushing across the border to make their goods in Vietnam. This wasn't exactly the desired outcome of Trump's trade war.,https://www.wsj.com/economy/trade/vietnam-china-manufacturing-trump-tariffs-58767ba2
28,2025-07-13-22-43-30 +0000,nypost,Ex-AOC top aide urges Mamdani to run primaries against Dems resisting his socialist agenda: ‘Politics runs on fear’,https://nypost.com/2025/07/13/us-news/ex-aoc-aide-mamdani-must-run-primaries-against-dems-resisting-agenda/
21,2025-07-14-01-05-35 +0000,nypost,"Trump announces US will send Patriot missiles to Ukraine, says Putin ‘talks nice but then he bombs everybody in the evening’",https://nypost.com/2025/07/13/world-news/trump-says-us-will-send-missiles-to-ukraine/
20,2025-07-14-06-47-51 +0000,nypost,"NYC fortune teller allegedly scammed 43-year-old mom of two, who cleans hotel rooms for living, out of $87,000",https://nypost.com/2025/07/14/us-news/nyc-fortune-teller-allegedly-scammed-43-year-old-mom-of-two-who-cleans-hotel-rooms-for-living-out-of-87000/
20,2025-07-13-21-33-00 +0000,nypost,Eric Adams rips Andrew Cuomo’s planned bid to re-enter mayoral race: ‘Are your kidding me?’,https://nypost.com/2025/07/13/us-news/adams-chimes-in-on-cuomos-planned-bid-to-re-enter-mayoral-race-are-your-kidding-me/
19,2025-07-13-18-26-53 +0000,nypost,"Megyn Kelly, MAGA stars call for Pam Bondi’s head as Epstein files firestorm intensifies",https://nypost.com/2025/07/13/us-news/megyn-kelly-maga-stars-rail-against-pam-bondi-over-epstein-files/
17,2025-07-14-04-47-53 +0000,nypost,"Teddy bear purportedly wrapped in human skin left on California sidewalk, spooking locals and cops in twisted prank",https://nypost.com/2025/07/14/us-news/teddy-bear-purportedly-wrapped-in-human-skin-made-by-etsy-creator-dupes-authorities-who-thought-it-was-real/
17,2025-07-13-19-11-43 +0000,nypost,President Trump and first lady Melania arrive at MetLife Stadium to huge applause for FIFA Club World Cup final,https://nypost.com/2025/07/13/us-news/president-trump-melania-arrive-at-fifa-club-world-cup-final-at-metlife-stadium/
16,2025-07-14-06-08-00 +0000,wsj,"China’s exports grew at a faster clip in June, topping market expectations as trade tensions with the U.S. eased following a round of bilateral talks",https://www.wsj.com/economy/trade/chinas-exports-beat-expectations-in-boost-for-economy-a75f43a5
16,2025-07-13-22-44-12 +0000,nypost,Ex-Secret Service director fires back at Rand Paul’s accusations she lied about lack of resources given to Trump’s Butler rally,https://nypost.com/2025/07/13/us-news/ex-secret-service-director-kimberly-cheatle-fires-back-at-rand-pauls-accusations-she-lied-about-lack-of-resources-give-to-trumps-butler-rally/
