pubdate,source,title,link
2025-07-15-12-55-00 +0000,wsj,"Consumer prices rose 2.7% in June from a year earlier, faster than May’s increase of 2.4%",https://www.wsj.com/economy/inflation-hit-2-7-in-june-in-line-with-expectations-8f92a8cd
2025-07-15-12-49-32 +0000,bbc,UK set up secret Afghan relocation scheme after data breach,https://www.bbc.com/news/articles/cvg8zy78787o
2025-07-15-12-36-02 +0000,bbc,Ukrainians unimpressed by Trump's 50-day ultimatum to Putin,https://www.bbc.com/news/articles/c3072ezle7yo
2025-07-15-12-35-46 +0000,nypost,Driver killed when tractor-trailer plunged off Delaware bridge was married Brooklyn dad,https://nypost.com/2025/07/15/us-news/driver-killed-when-tractor-trailer-plunged-off-delaware-bridge-was-married-brooklyn-dad/
2025-07-15-12-29-45 +0000,bbc,Israel bombs Syrian forces entering Druze city after sectarian clashes,https://www.bbc.com/news/articles/c89e3j4e911o
2025-07-15-12-29-33 +0000,bbc,Savers to be targeted with offers to invest in shares under new plans,https://www.bbc.com/news/articles/cvgwz7vypllo
2025-07-15-12-27-16 +0000,nypost,"NYC saw its 2nd wettest hour in history as rain caused terrifying, freak flash flooding",https://nypost.com/2025/07/15/us-news/nyc-saw-its-2nd-wettest-hour-in-history-as-rain-caused-terrifying-freak-flash-flooding/
2025-07-15-12-10-42 +0000,bbc,'Perfect storm' causes downfall in Jersey visitors,https://www.bbc.com/news/articles/cp90p3dze3ko
2025-07-15-12-00-08 +0000,bbc,"Drivers offered up to £3,750 discount to buy electric cars",https://www.bbc.com/news/articles/cn5kpkypxp6o
2025-07-15-11-47-17 +0000,bbc,Lamine Yamal to be investigated over dwarfism row,https://www.bbc.com/sport/football/articles/cn5kpd4y2yvo
2025-07-15-11-44-23 +0000,nypost,"Columbus Short’s wife gets restraining order, accuses actor of roughing her up for years",https://nypost.com/2025/07/15/us-news/columbus-shorts-wife-gets-restraining-order-accuses-actor-of-roughing-her-up-for-years/
2025-07-15-11-27-08 +0000,bbc,"Thames Water 'extremely stressed', warns boss amid huge losses",https://www.bbc.com/news/articles/czxw2edxen9o
2025-07-15-11-26-19 +0000,bbc,Ex-Nigerian President Buhari to be buried at home,https://www.bbc.com/news/articles/c93kxl08glwo
2025-07-15-11-24-31 +0000,nypost,Camp Mystic co-owner waited 45 minutes to evacuate campers after getting urgent ‘life-threatening’ flash floods alert,https://nypost.com/2025/07/15/us-news/camp-mystic-co-owner-evacuated-campers-45-minutes-after-receiving-life-threatening-flash-floods-alert/
2025-07-15-11-14-07 +0000,bbc,The undersea tunnel network that could transform Shetland's fortunes,https://www.bbc.com/news/articles/cvg7jw27w1do
2025-07-15-11-01-31 +0000,bbc,Trump imposes 17% tariff on Mexican tomatoes,https://www.bbc.com/news/articles/c78nqggx8zqo
2025-07-15-11-00-00 +0000,nypost,It’s so hot and humid that even books are sweating at this NYC bookstore,https://nypost.com/2025/07/15/us-news/its-so-hot-and-humid-that-even-books-are-sweating-at-this-nyc-bookstore/
2025-07-15-10-51-57 +0000,nypost,"Moment Travis Decker’s ‘lookalike’ realizes he’s been mistaken for accused  killer dad: ‘Oh my God, they think I’m that guy’",https://nypost.com/2025/07/15/us-news/moment-travis-deckers-lookalike-realizes-hes-been-mistaken-for-accused-killer-dad-oh-my-god-they-think-im-that-guy/
2025-07-15-10-19-25 +0000,bbc,Antisemitism report finds 'unacceptable' increase in anti-Jewish discrimination,https://www.bbc.com/news/articles/crl0p2xk4w3o
2025-07-15-10-01-45 +0000,bbc,Trump shrugs off giving Parliament speech when he visits UK,https://www.bbc.com/news/articles/cx2g1xexe7qo
2025-07-15-10-00-00 +0000,nypost,Secret Service’s most egregious failures revealed in damning reports on Trump’s attempted assassination,https://nypost.com/2025/07/15/us-news/secret-services-most-egregious-failures-revealed-in-damning-reports-on-attempted-donald-trump-assassination/
2025-07-15-09-52-51 +0000,bbc,Reform-led council calls for more social care visas,https://www.bbc.com/news/articles/cx201znge11o
2025-07-15-09-42-55 +0000,bbc,"Aid workers 'executed' in Ethiopia's Tigray war, charity says",https://www.bbc.com/news/articles/c8j1ve1w878o
2025-07-15-09-38-38 +0000,bbc,'Not our war' - Trump's Nato weapons deal for Ukraine sparks MAGA anger,https://www.bbc.com/news/articles/c14e2ydv4d6o
2025-07-15-09-35-47 +0000,nypost,Former college football star shot and killed in parking garage blocks away from his alma mater,https://nypost.com/2025/07/15/us-news/former-texas-southern-university-football-player-tyler-martinez-killed-in-houston-parking-garage-blocks-away-from-his-alma-mater/
2025-07-15-09-28-00 +0000,wsj,Europe’s Factories Boosted by Tariff Frontrunning as August Deadline Looms,https://www.wsj.com/economy/europes-factories-boosted-by-tariff-frontrunning-as-august-deadline-looms-ef264cdc
2025-07-15-09-24-42 +0000,bbc,Burna Boy apologises for distancing himself from Afrobeats,https://www.bbc.com/news/articles/cd0vpdk0zejo
2025-07-15-09-24-01 +0000,nypost,"YouTube star, animal activist Mikayla Raines’s cause of death at age 29 confirmed",https://nypost.com/2025/07/15/us-news/youtube-star-animal-activist-mikayla-rainess-cause-of-death-at-age-29-confirmed/
2025-07-15-08-14-17 +0000,bbc,Reddit starts verifying ages of users in the UK,https://www.bbc.com/news/articles/cj4ep1znk4zo
2025-07-15-06-03-35 +0000,bbc,Nvidia says it will restart AI chip sales to China,https://www.bbc.com/news/articles/cy8g22n32d0o
2025-07-15-05-30-36 +0000,bbc,"Tories made 'false promises' to veterans, Benn says",https://www.bbc.com/news/articles/ckg3pkn11lro
2025-07-15-05-24-07 +0000,nypost,California professor arrested for allegedly tossing tear gas canister at ICE agents during raid on cannabis farm,https://nypost.com/2025/07/15/us-news/california-professor-jonathan-anthony-caravello-arrested-for-allegedly-tossing-tear-gas-canister-at-ice-agents-during-raid-on-marijuana-farm/
2025-07-15-05-14-48 +0000,bbc,Farmers face crisis as drought causes grass to fail,https://www.bbc.com/news/articles/cedgz993vq1o
2025-07-15-05-10-23 +0000,nypost,GOP congressman facing eviction blames broken payment links for $85K in unpaid rent,https://nypost.com/2025/07/15/us-news/gop-congressman-facing-eviction-blames-broken-payment-links-for-85k-in-unpaid-rent/
