pubdate,source,title,link
2025-07-16-05-41-46 +0000,nypost,"Burger King worker, mom of 3 Nykia Hamilton forced to run South Carolina store by herself: ‘Nobody wants to work anymore’",https://nypost.com/2025/07/16/us-news/burger-king-worker-mom-of-3-nykia-hamilton-forced-to-run-south-carolina-store-by-herself-when-co-worker-quits/
2025-07-16-05-37-50 +0000,bbc,Driver held for hit-and-run death of world's 'oldest' marathon runner,https://www.bbc.com/news/articles/c2d0yep9d37o
2025-07-16-05-22-29 +0000,nypost,Polite black bear stuns New Hampshire homeowners after ringing doorbell before exploring hot tub: video,https://nypost.com/2025/07/16/us-news/polite-black-bear-stuns-new-hampshire-homeowners-after-ringing-doorbell-before-exploring-hot-tub-video/
2025-07-16-04-56-20 +0000,bbc,Man who murdered British backpacker Peter Falconio dies,https://www.bbc.com/news/articles/cjrlg4x8e78o
2025-07-16-04-46-03 +0000,bbc,S Korea arrests teacher and parent for exam paper theft,https://www.bbc.com/news/articles/cq6m17y8g25o
2025-07-16-04-31-37 +0000,bbc,Why is South Korea retrying a spy chief who assassinated a president?,https://www.bbc.com/news/articles/cr5vp4q59lgo
2025-07-16-04-04-06 +0000,bbc,Cuban minister resigns after saying country has no beggars,https://www.bbc.com/news/articles/cy4nel5vg9xo
2025-07-16-03-55-41 +0000,bbc,Labubu firm sees profit soaring by at least 350%,https://www.bbc.com/news/articles/cvg85e0v5vyo
2025-07-16-03-49-27 +0000,nypost,Vance casts tie-breaking votes to move forward $9.4B rescissions package — which would defund PBS and NPR — in Senate,https://nypost.com/2025/07/15/us-news/vance-casts-tie-breaking-votes-to-move-forward-9-4b-rescissions-package-which-would-defund-pbs-and-npr-in-senate/
2025-07-16-03-05-26 +0000,nypost,16-year-old stabbed to death inside Bronx deli — and her killer is still on the loose,https://nypost.com/2025/07/15/us-news/16-year-old-stabbed-to-death-inside-bronx-deli-and-her-killer-is-still-on-the-loose/
2025-07-16-02-55-00 +0000,wsj,Singapore Dollar Consolidates; Abating Fed Rate-Cut Prospects May Weigh,https://www.wsj.com/economy/central-banking/asian-currencies-consolidate-fading-fed-rate-cut-prospects-may-weigh-62ddbd69
2025-07-16-02-44-24 +0000,nypost,5-time convicted killer put to death in Florida uses his last words to thank executioner,https://nypost.com/2025/07/15/us-news/florida-man-put-to-death-for-double-murder-uses-his-last-words-to-thank-executioner/
2025-07-16-02-33-54 +0000,nypost,Beloved teacher dies in 100-foot fall just 2 miles into long-planned national park hike: report,https://nypost.com/2025/07/15/us-news/beloved-teacher-dies-in-fall-2-miles-into-long-planned-national-park-trek/
2025-07-16-02-31-19 +0000,nypost,FBI captures former Marine Corps reservist accused of shooting at ICE officers at Texas detention center,https://nypost.com/2025/07/15/us-news/fbi-captures-former-marine-corps-reservist-accused-of-shooting-at-ice-officers-at-texas-detention-center/
2025-07-16-02-04-10 +0000,bbc,Trump claims tariff deal with Indonesia,https://www.bbc.com/news/articles/cwyq0ln6z6lo
2025-07-16-01-56-15 +0000,nypost,NYC Council rejects land use change for Bally’s planned Bronx casino — effectively killing bid for gaming license,https://nypost.com/2025/07/15/us-news/nyc-council-rejects-land-use-change-for-ballys-planned-bronx-casino-effectively-killing-bid-for-gaming-license/
2025-07-16-01-48-36 +0000,nypost,New person of interest revealed in 1995 vanishing of beloved Iowa news anchor: documentary,https://nypost.com/2025/07/15/us-news/new-person-of-interest-revealed-in-1995-vanishing-of-beloved-iowa-news-anchor-documentary/
2025-07-16-01-37-29 +0000,bbc,"Fewer school-age children vaping in Australia since ban, study says",https://www.bbc.com/news/articles/c07dyk07xvpo
2025-07-16-01-27-41 +0000,nypost,Joe Rogan rips DOJ’s handling of Epstein files in scathing rant against Trump admin,https://nypost.com/2025/07/15/us-news/joe-rogan-weighs-in-on-jeffrey-epstein-files-controversy-amid-uproar-over-doj-probe/
2025-07-16-01-06-47 +0000,bbc,Trump launches probe into Brazil's 'unfair' trade practices,https://www.bbc.com/news/articles/cj0mg2j7z04o
2025-07-16-01-00-00 +0000,wsj,The impact of President Trump’s whirlwind six months back in office is beginning to show up in the economy,https://www.wsj.com/economy/trump-effect-starts-to-show-up-in-economy-45c83c7a
2025-07-16-00-48-06 +0000,nypost,Florida small plane crash captured on dramatic home security video,https://nypost.com/2025/07/15/us-news/florida-small-plane-crash-captured-on-dramatic-home-security-video/
2025-07-16-00-23-39 +0000,bbc,Thousands of Afghans were moved to UK in secret scheme after data breach,https://www.bbc.com/news/articles/cvg8zy78787o
2025-07-16-00-12-26 +0000,bbc,Trump says attorney general should release any 'credible' information on Epstein,https://www.bbc.com/news/articles/ckgl4dl334go
2025-07-16-00-00-00 +0000,wsj,"President Trump wants tariffs, the higher the better, WSJ’s @greg_ip writes. Whether that is achieved unilaterally or through deals is secondary.",https://www.wsj.com/economy/trade/forget-taco-trump-is-winning-his-trade-war-8af6f777
2025-07-15-23-50-44 +0000,nypost,Alleged burglar arrested in the shooting deaths of ‘American Idol’ boss Robin Kaye and her husband: report,https://nypost.com/2025/07/15/us-news/alleged-burglar-arrested-in-the-shooting-deaths-of-american-idol-boss-robin-kaye-and-her-husband-report/
