pubdate,source,title,link
2025-07-19-02-03-13 +0000,world,Skydiver Felix Baumgartner dies in paragliding crash at 56,https://www.cbc.ca/player/play/9.6837986?cmp=rss
2025-07-18-21-01-26 +0000,world,Explosion at Los Angeles sheriff's facility leaves 3 deputies dead,https://www.cbc.ca/news/world/los-angeles-sheriffs-facility-explosion-deputies-killed-1.7588970?cmp=rss
2025-07-18-17-58-21 +0000,world,"With Colbert exit, Canada will lose the talk show host most attuned to our whims and politics",https://www.cbc.ca/news/entertainment/colbert-show-cancellation-canada-1.7588303?cmp=rss
2025-07-18-17-22-47 +0000,world,Christian patriarchs make rare visit to Gaza after deadly Israeli strike on church,https://www.cbc.ca/news/world/christian-patriarchs-gaza-visit-israeli-strike-church-1.7588353?cmp=rss
