pubdate,source,title,link
2025-07-19-21-30-20 +0000,us,"Driver hits crowd in L.A. after dispute, injuring 30, police say",https://www.washingtonpost.com/nation/2025/07/19/car-crowd-santa-monica-los-angeles/
2025-07-19-18-58-30 +0000,us,Work halted after noose found at site of new Tennessee football stadium,https://www.washingtonpost.com/nation/2025/07/19/noose-nissan-stadium-tennessee-titans/
2025-07-19-12-10-12 +0000,us,Family adopts a shelter dog — then learns he’s the father of their late dog,https://www.washingtonpost.com/lifestyle/2025/07/19/dog-shelter-dna-mutville-senior/
2025-07-19-11-16-58 +0000,us,Man dies after being pulled into MRI machine by chain necklace,https://www.washingtonpost.com/nation/2025/07/19/man-sucked-mri-nassau-long-island/
2025-07-19-11-00-28 +0000,us,"With scores still missing from Texas flood, a quest to ‘find every soul’",https://www.washingtonpost.com/nation/2025/07/19/texas-river-flooding-victims-search/
2025-07-19-09-00-00 +0000,us,They splurged on a home. Then their American dream began cracking.,https://www.washingtonpost.com/nation/interactive/2025/haitian-family-springfield-ohio-trump-immigration/
2025-07-18-23-16-45 +0000,us,What we know about the Americans freed in a prisoner swap with Venezuela,https://www.washingtonpost.com/nation/2025/07/18/americans-released-prisoner-swap-venezuela/
