pubdate,source,title,link
2025-07-23-09-11-25 +0000,world,Protests flare in Ukraine after government curbs corruption watchdogs,https://www.washingtonpost.com/world/2025/07/23/ukraine-corruption-protests-zelensky-parliament/
2025-07-23-06-00-07 +0000,world,Ukraine’s top commander asks Trump to help take the war to Russia,https://www.washingtonpost.com/world/2025/07/23/ukraine-syrsky-interview-war-trump/
2025-07-23-04-00-00 +0000,world,China’s strategy? Let Trump cook.,https://www.washingtonpost.com/world/2025/07/23/china-us-trump-sabotage-trade/
2025-07-23-03-35-43 +0000,world,"U.S. deportees, freed from Salvadoran prison, describe ‘horror movie’",https://www.washingtonpost.com/world/2025/07/22/salvador-cecot-detainee-describes-beatings/
2025-07-22-21-38-09 +0000,world,Detention of two Italians at ‘Alligator Alcatraz’ sparks backlash at home,https://www.washingtonpost.com/world/2025/07/22/italians-alligator-alcatraz-ice/
2025-07-22-20-27-16 +0000,world,Afghans promised a home in U.S. may face repatriation — and the Taliban,https://www.washingtonpost.com/world/2025/07/22/afghans-trump-resettlement-repatriation-afghanistan-siv-care-taliban/
2025-07-22-20-07-40 +0000,world,"Syrian American executed during violence in Sweida, relatives say",https://www.washingtonpost.com/world/2025/07/22/sweida-druze-syrian-american-killed/
2025-07-22-11-10-17 +0000,world,"Bangladesh air force jet crashes into school, killing at least 31",https://www.washingtonpost.com/world/2025/07/21/bangladesh-air-force-plane-crash/
