pubdate,source,title,link
2025-07-18-21-01-26 +0000,world,Explosion at Los Angeles sheriff's facility leaves 3 deputies dead,https://www.cbc.ca/news/world/los-angeles-sheriffs-facility-explosion-deputies-killed-1.7588970?cmp=rss
2025-07-18-17-58-21 +0000,world,"With Colbert exit, Canada will lose the talk show host most attuned to our whims and politics",https://www.cbc.ca/news/entertainment/colbert-show-cancellation-canada-1.7588303?cmp=rss
2025-07-18-17-22-47 +0000,world,Christian patriarchs make rare visit to Gaza after deadly Israeli strike on church,https://www.cbc.ca/news/world/christian-patriarchs-gaza-visit-israeli-strike-church-1.7588353?cmp=rss
2025-07-18-02-20-28 +0000,world,"Trump sues Wall Street Journal reporters after Epstein letter story, court records show",https://www.cbc.ca/news/world/trump-epstein-letter-wsj-report-libel-lawsuit-1.7589071?cmp=rss
