pubdate,source,title,link
2025-09-25-02-13-25 +0000,nyt,"Taylor Budowich, Longtime Trump Aide and Deputy Chief of Staff, to Depart the White House",https://www.nytimes.com/2025/09/24/us/politics/taylor-budowich-trump-white-house.html
2025-09-25-02-08-45 +0000,nyt,"China, for First Time, Vows to Reduce Greenhouse Gas Emissions",https://www.nytimes.com/live/2025/09/24/world/un-general-assembly-ukraine
2025-09-25-02-04-59 +0000,nyt,"Jimmy Kimmel’s Return Draws 6.2 Million Viewers, Ratings Show",https://www.nytimes.com/2025/09/24/business/media/jimmy-kimmel-ratings.html
2025-09-25-01-59-51 +0000,bbc,Colombia's president calls US attacks on alleged drug boats 'act of tyranny',https://www.bbc.com/news/articles/cy8rjp178mno?at_medium=RSS&at_campaign=rss
2025-09-25-01-50-40 +0000,missionlocal,"Valencia St. merchants to fight proposed pilates studio with 1,200 global locations",https://missionlocal.org/2025/09/valencia-st-merchants-to-fight-proposed-pilates-studio-with-1200-global-locations/
2025-09-25-01-48-25 +0000,nyt,"With His Pivot on Ukraine, Trump May Be Washing His Hands of the War",https://www.nytimes.com/2025/09/24/us/politics/trump-ukraine.html
2025-09-25-01-34-30 +0000,nypost,Trans boyfriend of Charlie Kirk suspect Tyler Robinson was kicked out of family’s home over Mormon faith,https://nypost.com/2025/09/24/us-news/trans-boyfriend-of-charlie-kirk-suspect-tyler-robinson-was-kicked-out-of-familys-home-over-mormon-faith/
2025-09-25-01-29-18 +0000,latimes,Beleaguered Northern California jewelry store turns to security gadgets to help snag robbers,https://www.latimes.com/california/story/2025-09-24/beleaguered-northern-california-jewelry-store-turns-to-security-gadgets-to-help-snag-robbers
2025-09-25-01-24-08 +0000,nyt,Typhoon Ragasa Slams Into China After Deaths in Taiwan and the Philippines,https://www.nytimes.com/2025/09/24/world/asia/typhoon-ragasa-hong-kong-china.html
2025-09-25-01-23-04 +0000,nyt,"Typhoon Ragasa Tears Through a Taiwan Town, Killing 14",https://www.nytimes.com/2025/09/24/world/asia/typhoon-ragasa-guangfu-taiwan-photos.html
