pubdate,source,title,link
2025-07-20-14-54-09 +0000,world,"At least 73 Palestinians killed trying to access humanitarian aid, says Gaza Health Ministry",https://www.cbc.ca/news/world/73-palestinians-killed-waiting-for-aid-1.7589544?cmp=rss
2025-07-20-08-00-00 +0000,world,Trump is slashing public radio funding. Here's why it will hit rural communities hardest,https://www.cbc.ca/news/world/trump-public-broadcasting-cuts-rural-communities-1.7587683?cmp=rss
2025-07-19-19-02-43 +0000,world,Canadian woman dies after falling ill at Belgium's Tomorrowland music festival,https://www.cbc.ca/news/world/tomorrowland-death-global-affairs-canada-1.7589426?cmp=rss
2025-07-19-18-54-55 +0000,world,Israeli troops fatally shoot 32 Palestinians trying to reach aid sites: Gaza officials,https://www.cbc.ca/news/world/aid-site-shooting-israel-gaza-palestinians-killed-1.7589408?cmp=rss
2025-07-19-17-13-12 +0000,world,"Tour boat in Vietnam capsizes during storm, killing over 30 people",https://www.cbc.ca/news/world/vietnam-tour-boat-capsizes-deaths-1.7589375?cmp=rss
