pubdate,source,title,link
2025-09-20-11-41-58 +0000,bbc,Sultana accuses Corbyn of 'baseless' character attacks,https://www.bbc.com/news/articles/cn4l3elkzwjo?at_medium=RSS&at_campaign=rss
2025-09-20-11-20-04 +0000,nypost,Wisconsin pizza factory worker crushed to death by robotic machine in horrific industrial accident,https://nypost.com/2025/09/20/us-news/wisconsin-pizza-factory-worker-robert-cherone-crushed-to-death-by-robotic-machine/
2025-09-20-11-17-32 +0000,nypost,Thousands evacuated in Hong Kong after discovery of large WWII-era bomb,https://nypost.com/2025/09/20/world-news/thousands-evacuated-in-hong-kong-after-discovery-of-large-wwii-era-bomb/
2025-09-20-11-00-04 +0000,wapo,"Low-income Americans slash spending, a bad sign for the economy",https://www.washingtonpost.com/business/2025/09/20/low-income-spending-economy/
2025-09-20-11-00-00 +0000,wsj,The People Betting on a Baltimore Comeback,https://www.wsj.com/us-news/the-people-betting-on-a-baltimore-comeback-3b1932a1
2025-09-20-11-00-00 +0000,missionlocal,"From low riders to Frida on the Bay, Hispanic Heritage kicks off in S.F. this month",https://missionlocal.org/2025/09/from-low-riders-to-frida-on-the-bay-hispanic-heritage-kicks-off-in-s-f-this-month/
2025-09-20-10-51-09 +0000,nyt,Cyberattack Slows Check-Ins and Threatens Delays at European Airports,https://www.nytimes.com/2025/09/20/world/europe/europe-airports-delays-brussels-london-berlin.html
2025-09-20-10-47-20 +0000,bbc,Estonia seeks Nato consultation after Russian jets violate airspace,https://www.bbc.com/news/articles/czrp6p5mj3zo?at_medium=RSS&at_campaign=rss
2025-09-20-10-24-09 +0000,nyt,Oil Sanctions Have Made Russia’s Shadow Fleet Swell,https://www.nytimes.com/2025/09/20/world/europe/russia-shadow-fleet-oil-sanctions-ukraine-war.html
2025-09-20-10-10-48 +0000,nyt,Some Europeans Fear Trump Aides Want a Far-Right Takeover,https://www.nytimes.com/2025/09/20/world/europe/trump-europe-far-right.html
2025-09-20-10-07-40 +0000,nyt,Standing Date,https://www.nytimes.com/2025/09/20/briefing/standing-date.html
2025-09-20-10-02-00 +0000,wapo,"His wife was dying, his federal job crumbling. It tested his faith — in God and Trump.",https://www.washingtonpost.com/nation/2025/09/20/trump-administration-resignation-offer-supporter/
2025-09-20-10-00-17 +0000,wapo,"In Trump’s D.C. surge, helicopters hovered and surveilled day and night",https://www.washingtonpost.com/investigations/interactive/2025/trump-dc-surge-helicopters/
2025-09-20-10-00-11 +0000,nyt,Canada and Mexico Turn to Trains and Ports to Skirt U.S. Tariff Wall,https://www.nytimes.com/2025/09/20/world/canada/canada-mexico-trains-ports.html
2025-09-20-10-00-11 +0000,wapo,Silent retreats are surging in popularity. Religion is optional.,https://www.washingtonpost.com/religion/2025/09/20/silent-retreat-meditation-religion/
2025-09-20-10-00-00 +0000,latimes,A strawberry delivery driver arrested by Border Patrol tries to make his way home,https://www.latimes.com/california/story/2025-09-20/strawberry-delivery-border-patrol-reunion
2025-09-20-10-00-00 +0000,latimes,"In a race back to the moon, U.S. and China see a fast-approaching finish line",https://www.latimes.com/politics/story/2025-09-20/trump-artemis-program-moon-race-with-china
2025-09-20-10-00-00 +0000,latimes,"After ICE raids surged this summer, calls to LAPD plummeted",https://www.latimes.com/california/story/2025-09-20/ice-raids-911-calls
2025-09-20-10-00-00 +0000,latimes,A bridge too far? Vincent Thomas plans put Port of L.A. at odds with locals,https://www.latimes.com/business/story/2025-09-20/port-of-la-vincent-thomas-bridge-raising
2025-09-20-10-00-00 +0000,latimes,'This town has been very good to me': How a top Hollywood producer refused to abandon L.A. after fires,https://www.latimes.com/entertainment-arts/business/story/2025-09-20/david-e-kelley-california-film-tax-credit-hollywood-filming-la-ally-mcbeal-the-practice-lincoln-lawyer
2025-09-20-10-00-00 +0000,wapo,"Under Trump, Palestinians seeking U.S. asylum face new hurdle, documents show",https://www.washingtonpost.com/world/2025/09/20/palestinian-asylum-united-states-trump/
2025-09-20-10-00-00 +0000,latimes,Jail watchdog that exposed grim conditions faces elimination under L.A. County plan,https://www.latimes.com/california/story/2025-09-20/sybil-brand-commission-sunsetting
2025-09-20-09-54-55 +0000,bbc,South Africa police uncover $20m crystal meth lab,https://www.bbc.com/news/articles/cx20pr9n9p6o?at_medium=RSS&at_campaign=rss
2025-09-20-09-30-00 +0000,wsj,President Trump’s speech to the U.N. General Assembly will tout his assertion of unilateral U.S. power abroad to a global body where his administration has surrendered much of its once-leading role,https://www.wsj.com/politics/policy/trumps-u-n-speech-to-tout-achievements-at-a-place-where-he-has-given-up-influence-ffaad09f
2025-09-20-09-30-00 +0000,wsj,The Year’s Biggest Deal Could Yield a Record Payout for Bank of America,https://www.wsj.com/finance/banking/the-years-biggest-deal-could-yield-a-record-payout-for-bank-of-america-652e04bf?mod=rss_markets_main
2025-09-20-09-19-26 +0000,bbc,"Trump adds $100,000 fee for skilled worker visa applicants",https://www.bbc.com/news/articles/cm2zk4l8g26o?at_medium=RSS&at_campaign=rss
2025-09-20-09-07-48 +0000,nypost,"Cyberattack disrupts operations at European airports including Heathrow, Brussels",https://nypost.com/2025/09/20/world-news/cyberattack-disrupts-operations-at-european-airports-including-heathrow-brussels/
2025-09-20-09-02-49 +0000,nyt,Why Support for Political Violence Is Not as High as It May Seem,https://www.nytimes.com/2025/09/20/upshot/polls-political-violence.html
2025-09-20-09-02-38 +0000,nyt,"What to Know About Charlie Kirk’s Funeral: Time, How to Watch and Speakers",https://www.nytimes.com/2025/09/20/us/charlie-kirk-funeral-memorial-time-guests.html
2025-09-20-09-02-32 +0000,nyt,Jimmy Kimmel News Stirs Up Conservative Podcasters,https://www.nytimes.com/2025/09/20/style/the-manosphere-reacts-to-the-jimmy-kimmel-news.html
2025-09-20-09-02-26 +0000,nyt,Inside The Times’s Reporting and Judgment Calls on Charlie Kirk’s Assassination,https://www.nytimes.com/2025/09/20/us/charlie-kirk-shooting-news-coverage.html
