pubdate,source,title,link
2025-07-21-21-20-37 +0000,world,Trump is serious about wanting Washington Commanders to revert to Redskins: White House,https://www.cbc.ca/sports/football/nfl/donald-trump-washington-commanders-name-change-redskins-nfl-1.7590431?cmp=rss
2025-07-21-19-57-20 +0000,world,Father of Montreal girl who was found dead in N.Y. charged with 2nd-degree murder,https://www.cbc.ca/news/canada/montreal/missing-canadian-girl-found-dead-new-york-1.7589787?cmp=rss
2025-07-21-18-40-07 +0000,world,The Cosby Show star Malcolm-Jamal Warner dead at 54 after accidental drowning,https://www.cbc.ca/news/entertainment/malcolm-jamal-warner-obituary-1.7590147?cmp=rss
2025-07-21-12-18-11 +0000,world,At least 19 killed after Bangladesh air force plane crashes into college campus,https://www.cbc.ca/news/world/bangladesh-air-force-plane-crash-college-campus-1.7589830?cmp=rss
2025-07-21-11-12-30 +0000,world,Japan PM Ishiba vows to stay on after party loses majority in upper house election,https://www.cbc.ca/news/world/japan-house-election-aftermath-1.7589821?cmp=rss
2025-07-21-02-59-47 +0000,world,"Police say driver shot, attacked by crowd in L.A. nightclub car ramming had criminal history",https://www.cbc.ca/news/world/fernando-ramirez-criminal-history-car-rammed-nightclub-lineup-los-angeles-1.7589798?cmp=rss
