score,word
32,trump
11,new
11,will
9,against
8,mayor
8,mamdani
8,first
8,ex
7,china
7,world
7,shutdown
7,nyc
6,deal
6,out
6,one
6,tariffs
6,kills
6,party
6,train
6,war
6,he
6,military
5,killed
5,least
5,amid
5,billion
5,charged
5,democrats
5,government
5,court
5,up
5,zohran
5,no
5,year
5,kenvue
5,clark
5,kimberly
5,stabbing
5,uk
5,case
5,dead
5,afghanistan
5,hits
5,oil
5,continue
5,time
5,india
5,election
5,day
4,vows
4,wins
4,ice
4,food
4,leader
4,she
4,president
4,survivor
4,california
4,before
4,mexican
4,gaza
4,legal
4,mayoral
4,data
4,minutes
4,sex
4,her
4,earthquake
4,market
4,israeli
4,air
4,israel
4,maker
4,delays
4,drug
4,ballot
4,help
3,video
3,off
3,hurricane
3,snap
3,traffic
3,building
3,south
3,cartels
3,shot
3,abuse
3,power
3,aid
3,andrew
3,plans
3,monkey
3,younger
3,escaped
3,fatally
3,mississippi
3,ukraine
3,production
3,prince
3,opec
3,strike
3,hamas
3,nuclear
3,cup
3,women
3,claims
3,stake
3,me
3,hard
3,action
3,resigns
3,here
3,then
3,attack
3,five
3,battle
3,early
3,house
3,bodies
3,economic
3,ai
3,gets
3,paul
3,death
3,protect
3,million
3,louvre
3,heist
3,race
3,running
3,governor
3,fight
3,dodgers
3,three
3,avalanche
3,won
3,other
3,rome
3,high
3,end
3,administration
3,peace
3,child
3,buy
3,tylenol
2,labour
2,street
2,momentum
2,rise
2,without
2,concerns
2,chip
2,since
2,weekend
2,gains
2,gas
2,crimes
2,talks
2,huge
2,finish
2,democrat
2,north
2,return
2,plus
2,art
2,even
2,voters
2,doesn
2,town
2,gov
2,lawyers
2,long
2,rights
2,chinese
2,incident
2,signals
2,mass
2,shows
2,chilling
2,approach
2,strikes
2,money
2,scott
2,cbs
2,manufacturing
2,test
2,elections
2,auto
2,nearly
2,bill
2,hold
2,stock
2,suspects
2,minnesota
2,voting
2,french
2,obama
2,your
2,sidelines
2,use
2,scores
2,political
2,november
2,coming
2,victory
2,leaves
2,zero
2,soon
2,weapons
2,you
2,do
2,minister
2,moving
2,research
2,own
2,show
2,italy
2,him
2,workers
2,store
2,york
2,crash
2,ancient
2,agency
2,major
2,control
2,including
2,martha
2,reveals
2,would
2,hit
2,during
2,injured
2,these
2,europe
2,company
2,ban
2,threatens
2,profit
2,had
2,medicaid
2,don
2,boss
2,beat
2,hundreds
2,campaign
2,today
2,best
2,redistricting
2,trade
2,maduro
2,futures
2,different
2,was
2,supreme
2,newsom
2,violent
2,dollar
2,gavin
2,deported
2,being
2,photos
2,magnitude
2,los
2,tuesday
2,st
2,harvard
2,chain
2,fire
2,declared
2,role
2,hospital
2,word
2,sudan
2,receives
2,palestinian
2,turkey
2,tariff
2,massacre
2,venture
2,deadly
2,hegseth
2,unit
2,canada
2,tax
2,northern
2,top
2,venezuela
2,head
2,suggests
2,rates
2,collapses
2,partially
2,landlords
2,xi
2,dei
2,sixth
2,vietnam
2,estate
2,deadline
2,biden
2,faces
2,found
2,becomes
2,hot
2,white
2,soldiers
2,line
2,activity
2,finally
2,culley
2,series
2,pregnant
2,tests
2,truck
2,overturned
2,africa
2,teen
2,democratic
2,latest
2,wake
2,americans
2,drugs
2,guns
2,alps
2,san
2,draws
2,mom
2,explosions
2,cuts
2,seem
2,rises
2,children
2,roundup
2,maps
2,rampage
2,talk
2,releases
2,include
2,russia
2,nigeria
2,tells
2,ever
2,held
2,leak
2,showing
2,dies
2,detainee
2,bella
2,chief
1,wednesday
1,challenge
1,eagerly
1,urged
1,senators
1,female
1,morning
1,serious
1,attorney
1,office
1,islands
1,layne
1,collins
1,kentucky
1,testing
1,wright
1,ordered
1,troubles
1,arab
1,militant
1,elusive
1,complexities
1,rising
1,move
1,rba
1,labor
1,undermine
1,demand
1,neighborhoods
1,open
1,obscure
1,vital
1,overblown
1,defiant
1,worries
1,sweeping
