score,pubdate,source,title,link
61,2025-12-21-01-59-17 +0000,wapo,Coast Guard boards oil tanker leaving Venezuela amid Trump’s blockade,https://www.washingtonpost.com/national-security/2025/12/20/venezuela-boats-coast-guard/
51,2025-12-21-17-30-34 +0000,nypost,US military targeting third tanker off coast of Venezuela allegedly carrying black market oil,https://nypost.com/2025/12/21/world-news/us-military-targeting-third-tanker-off-coast-of-venezuela-allegedly-carrying-black-market-oil/
49,2025-12-21-20-20-00 +0000,wsj,"Before Charlie Kirk was fatally shot, he was readying for JD Vance to become the next president of the United States. Now, Erika Kirk is determined to make that happen.",https://www.wsj.com/politics/policy/charlie-kirks-empire-is-lining-up-behind-a-jd-vance-presidential-bid-cedeb9cc
48,2025-12-21-18-40-44 +0000,nyt,"Epstein Files Photos Disappear From Government Website, Including One of Trump",https://www.nytimes.com/2025/12/20/us/politics/trump-epstein-files-government-website.html
48,2025-12-21-19-56-00 +0000,wsj,A top Justice Department official said Sunday that the agency temporarily removed some newly public Jeffrey Epstein files to address complaints from victims about redacting their images or information,https://www.wsj.com/politics/policy/justice-department-official-says-it-pulled-some-epstein-files-to-redact-victims-1b1bfb2b
47,2025-12-21-20-10-45 +0000,nypost,"Trump’s No. 2 at DOJ Todd Blanche emphatic Epstein file redactions ‘absolutely, positively not’ made for political reasons",https://nypost.com/2025/12/21/us-news/trumps-no-2-at-doj-emphatic-epstein-file-redactions-absolutely-positively-not-made-for-political-reasons/
47,2025-12-20-21-46-48 +0000,nypost,"Russian envoy KO’s Trump administration proposal for trilateral peace talks in Miami with Ukraine — instead meets with Kushner, Witkoff",https://nypost.com/2025/12/20/world-news/russian-envoy-rejects-us-proposal-for-trilateral-peace-talks-with-ukraine-meets-with-kushner-witkoff-in-miami/
45,2025-12-20-23-13-41 +0000,wapo,"Trump says Venezuela stole U.S. oil, land and assets. Here’s the history.",https://www.washingtonpost.com/world/2025/12/20/venezuela-oil-nationalization-expropriation/
43,2025-12-21-18-26-52 +0000,nyt,Blanche Says Mentions of Trump in Epstein Files Won’t Be Removed,https://www.nytimes.com/2025/12/21/us/politics/todd-blanche-epstein-files-trump-redactions.html
43,2025-12-20-22-20-15 +0000,nypost,Trump endorses Bruce Blakeman for NY governor — a day after GOP Rep. Elise Stefanik dropped out of race,https://nypost.com/2025/12/20/us-news/trump-endorses-bruce-blakeman-for-ny-governor-a-day-after-gop-rep-elise-stefanik-dropped-out-of-race/
41,2025-12-21-15-45-49 +0000,bbc,US seizes second oil tanker off Venezuela's coast,https://www.bbc.com/news/articles/c0mpy1ynnzzo?at_medium=RSS&at_campaign=rss
