score,pubdate,source,title,link
109,2026-05-29-19-52-00 +0000,wsj,Democratic lawmakers said former AG Pam Bondi refused to answer questions about Trump during an interview with the House Oversight Committee over about the DOJ’s release of Epstein files,https://www.wsj.com/politics/policy/pam-bondi-wouldnt-discuss-trump-during-epstein-interview-democrats-say-eaea5ede
105,2026-05-29-15-18-42 +0000,nypost,Trump convenes Situation Room meeting for ‘final determination’ on Iran deal — makes new demand for ‘nuclear dust’,https://nypost.com/2026/05/29/us-news/trump-says-us-naval-blockade-on-iran-will-now-be-lifted-as-he-heads-to-situation-room-for-final-determination/
100,2026-05-29-23-00-00 +0000,wsj,"President Trump’s top aides have discussed whether he should kill the “anti-weaponization” fund in exchange for getting immigration-enforcement funding passed, say people familiar with the matter",https://www.wsj.com/politics/policy/trumps-1-8-billion-settlement-fund-sparks-alarm-inside-white-house-a9703af9
94,2026-05-29-22-28-52 +0000,nypost,"China fueling anti-data center sentiment across US, Trump admin and ‘Shark Tank’ star Kevin O’Leary claim",https://nypost.com/2026/05/29/us-news/china-fueling-anti-data-center-sentiment-across-us-trump-admin/
90,2026-05-29-22-14-11 +0000,nypost,Trump wants to give Kennedy Center to Congress after judge orders his name removed from building,https://nypost.com/2026/05/29/us-news/trump-announces-plans-to-transfer-kennedy-center-operations-to-congress-after-judge-order-removal-of-his-name-from-facility/
89,2026-05-30-00-18-00 +0000,wsj,"Trump’s Name Must Be Removed From Kennedy Center, Judge Rules",https://www.wsj.com/politics/policy/judge-blocks-move-to-add-trumps-name-to-kennedy-center-d0c8ee98
89,2026-05-30-03-10-00 +0000,wsj,"The Trump administration recently announced a green card policy that, if carried out as intended, would force most applicants for permanent residency to leave the country and apply from abroad",https://www.wsj.com/politics/policy/green-card-policy-changes-explained-9243ee08
89,2026-05-29-23-58-00 +0000,wsj,Judge Pauses Trump’s ‘Anti-Weaponization’ Fund During Legal Challenge,https://www.wsj.com/politics/policy/judge-pauses-trumps-anti-weaponization-fund-during-legal-challenge-facda6a8
88,2026-05-29-20-20-00 +0000,cbc,"Federal judge blocks closure of Kennedy Center, says Trump name must be dropped",https://www.cbc.ca/news/world/trump-kennedy-center-judge-blocks-closure-9.7217145?cmp=rss
88,2026-05-30-04-38-00 +0000,wsj,"President Trump “remains in excellent physical health,” according to a memo from his physician released late Friday by the White House",https://www.wsj.com/politics/trump-remains-in-excellent-physical-health-white-house-doctor-report-says-0dbe4a0b
86,2026-05-29-19-52-26 +0000,latimes,"Judge orders removal of Trump's name from Kennedy Center, halts closure",https://www.latimes.com/world-nation/story/2026-05-29/judge-says-kennedy-center-board-broke-law-putting-trumps-name-on-building-blocks-closure
84,2026-05-29-22-02-32 +0000,bbc,US judge orders Trump's name be removed from Kennedy Center,https://www.bbc.com/news/articles/czr2je8lkvro?at_medium=RSS&at_campaign=rss
84,2026-05-29-19-49-27 +0000,nypost,Federal judge orders Trump’s name removed from Kennedy Center,https://nypost.com/2026/05/29/us-news/us-district-judge-orders-removal-of-trumps-name-from-kennedy-center/
82,2026-05-30-04-19-32 +0000,bbc,No deal announced after Trump meeting to make 'final determination' on Iran,https://www.bbc.com/news/articles/c0r2d40r91qo?at_medium=RSS&at_campaign=rss
82,2026-05-30-08-40-13 +0000,nyt,Trump’s Pressure Had Little Effect on Iran’s Terms for a Peace Deal,https://www.nytimes.com/2026/05/25/world/middleeast/iran-deal-trump-pressure.html
81,2026-05-29-15-48-23 +0000,nyt,Federal Judge Bars Trump From Immediately Setting Up $1.8 Billion Fund,https://www.nytimes.com/2026/05/29/us/politics/federal-judge-trump-fund.html
81,2026-05-29-17-17-00 +0000,wsj,What to know about the practical and legal questions surrounding President Trump’s “Anti-Weaponization Fund”,https://www.wsj.com/politics/policy/what-to-know-about-trumps-1-8-billion-anti-weaponization-fund-d8ceb872
80,2026-05-29-13-34-48 +0000,nypost,Trump mocks Jill Biden over claim she thought Joe had stroke during debate,https://nypost.com/2026/05/29/us-news/trump-mocks-jill-biden-over-claim-she-thought-joe-had-stroke-during-debate/
80,2026-05-29-18-56-29 +0000,bbc,US judge halts Trump's $1.8bn 'anti-weaponisation' fund,https://www.bbc.com/news/articles/crkp5r0eykko?at_medium=RSS&at_campaign=rss
79,2026-05-30-06-43-02 +0000,nypost,White House releases doctor’s memo from Trump’s visit to Walter Reed: ‘Remains in excellent health’,https://nypost.com/2026/05/30/us-news/trump-in-excellent-health-after-physical-at-walter-reed-white-house-doctor-memo/
77,2026-05-30-09-31-48 +0000,cbc,"Trump remains in excellent health despite leg swelling, hand bruising, White House memo says",https://www.cbc.ca/news/world/trump-health-memo-9.7217836?cmp=rss
75,2026-05-29-20-31-52 +0000,nypost,Trump’s top Wall Street cop shoots down Biden-era climate rules for US firms,https://nypost.com/2026/05/29/business/trumps-top-wall-street-cop-shoots-down-biden-era-climate-rules-for-us-firms/
75,2026-05-30-09-00-00 +0000,wapo,GOP lawmakers want to rein in Trump’s $1.8 billion payout fund. Here’s what they can do.,https://www.washingtonpost.com/business/2026/05/30/gop-lawmakers-want-rein-trump-18-billion-payout-fund-can-they/
71,2026-05-29-14-11-30 +0000,nyt,Treasury Prepares to Make Trump the Face of a New $250 Bill,https://www.nytimes.com/2026/05/28/business/treasury-trump-250-bill.html
71,2026-05-29-21-57-56 +0000,nyt,Journalist Favored by Trump Is in Talks to Join White House in Temporary Role,https://www.nytimes.com/2026/05/29/us/politics/john-solomon-trump-white-house.html
69,2026-05-29-19-48-26 +0000,nypost,LinkedIn co-founder Reid Hoffman lashes out at Trump over reports of probe connected to E. Jean Carroll,https://nypost.com/2026/05/29/business/linkedin-co-founder-reid-hoffman-lashes-out-at-trump-over-reports-of-probe-connected-to-e-jean-carroll/
69,2026-05-29-15-42-31 +0000,latimes,"Trump signals optimism, but still hasn't signed off on an Iran peace framework",https://www.latimes.com/politics/story/2026-05-29/trump-holds-situation-room-meeting-to-decide-on-iran-deal
68,2026-05-29-23-30-40 +0000,nyt,Judge Reopens Trump’s Lawsuit Demanding $10 Billion From IRS,https://www.nytimes.com/2026/05/29/us/politics/trump-irs-lawsuit-ruling.html
67,2026-05-30-04-49-07 +0000,nyt,White House Releases Results of Trump’s Latest Physical Exam,https://www.nytimes.com/2026/05/30/us/politics/trump-health-medical-physical-exam.html
65,2026-05-29-18-34-33 +0000,nyt,Gretchen Whitmer’s Approach to Trump Was Working With the President,https://www.nytimes.com/2026/05/29/us/gretchen-whitmer-donald-trump-2028.html
64,2026-05-29-23-55-34 +0000,nyt,Trump Endorses Pamela Evette in South Carolina Governor’s Race,https://www.nytimes.com/2026/05/29/us/trump-pamela-evette-south-carolina-governor.html
64,2026-05-30-09-02-55 +0000,nyt,5 Takeaways From a Kennedy Center Ruling That Angered Trump,https://www.nytimes.com/2026/05/30/arts/kennedy-center-trump-name-takeaways.html
64,2026-05-30-08-00-00 +0000,cbc,Donald Trump turns 80 soon. Questions about his health aren't going away,https://www.cbc.ca/news/world/donald-trump-health-physical-mental-80-birthday-9.7215101?cmp=rss
63,2026-05-30-01-41-25 +0000,nyt,ICE Protesters Convicted in a Spokane Case That Tested a Trump Strategy,https://www.nytimes.com/2026/05/29/us/ice-protesters-convicted-spokane.html
60,2026-05-29-14-29-00 +0000,wsj,Trump Administration Wants Autos Under USMCA to Be at Least 50% Made in America,https://www.wsj.com/politics/policy/trump-administration-wants-autos-under-usmca-to-be-at-least-50-made-in-america-c6204c18?mod=pls_whats_news_us_business_f
59,2026-05-30-09-00-51 +0000,nyt,"Trump Squeezes Immigrants by Cutting Them Off From Jobs, Healthcare and Housing",https://www.nytimes.com/2026/05/30/us/politics/trump-immigrants-health-housing.html
59,2026-05-29-19-57-08 +0000,nyt,Judge Tosses Citizenship Law Aimed at New Voters in New Hampshire,https://www.nytimes.com/2026/05/29/us/new-hampshire-citizenship-law-voters.html
58,2026-05-29-18-27-21 +0000,nyt,Trump Clears Way for Companies to Avoid Taxes in Havens Including Malta and Cyprus,https://www.nytimes.com/2026/05/29/business/economy/offshore-tax-havens-trump.html
