score,pubdate,source,title,link
139,2026-04-06-11-03-00 +0000,wsj,President Trump told the WSJ that Iran has until Tuesday night to reopen the Strait of Hormuz or he will destroy the country’s bridges and power plants. Read more in today’s WSJ politics newsletter:,https://www.wsj.com/politics/trump-says-hes-calling-irans-bluff-in-eight-minute-interview-with-wsj-9d7b2a35
137,2026-04-05-21-20-00 +0000,wsj,"President Trump threatened to destroy all of Iran’s power plants if the country’s leaders don’t agree to reopen the Strait of Hormuz by Tuesday evening, ratcheting up pressure on Tehran",https://www.wsj.com/world/trump-warns-in-journal-interview-that-he-could-strike-every-power-plant-in-iran-47556f0d
118,2026-04-06-13-14-38 +0000,nyt,"Iran War Live Updates: As Trump’s New Ultimatum Looms, Tehran Vows to Step Up Attacks",https://www.nytimes.com/live/2026/04/06/world/iran-war-trump-israel
116,2026-04-05-17-19-53 +0000,nypost,"Defiant Iran vows to escalate war after Trump’s threats of mass bombings, oil takeover",https://nypost.com/2026/04/05/world-news/defiant-iran-vows-to-escalate-war-after-trumps-threats-of-mass-bombings-oil-takeover/
114,2026-04-05-18-12-38 +0000,nypost,Trump gives Iran Tuesday evening deadline to open Strait of Hormuz after warning of strikes in fiery post: report,https://nypost.com/2026/04/05/us-news/trump-gives-iran-tuesday-evening-deadline-to-open-strait-of-hormuz-after-warning-of-strikes-in-fiery-post/
110,2026-04-05-14-31-37 +0000,nypost,Trump heralds ‘Easter Miracle’ after daring rescue of F-15 airman in Iran: ‘The enemy was large and violent’,https://nypost.com/2026/04/05/us-news/trump-heralds-easter-miracle-after-rescue-of-f-15-airman-in-iran/
109,2026-04-06-07-34-00 +0000,wsj,"Oil Mixed, Government Bonds Fall as Trump Steps Up Threats Against Iran",https://www.wsj.com/finance/commodities-futures/oil-rises-government-bonds-fall-as-trump-steps-up-threats-against-iran-eb8d1d30?mod=rss_markets_main
108,2026-04-06-10-00-00 +0000,wsj,"JPMorgan Chase CEO Jamie Dimon, in his annual letter to shareholders, warned that the Iran war could push up inflation and drag down financial markets even further if interest rates start to rise",https://www.wsj.com/finance/jamie-dimon-warns-of-higher-inflation-interest-rates-from-iran-war-3cba4c12
105,2026-04-06-10-01-37 +0000,wapo,Trump to describe risky rescue mission as Iran rebuffs U.S. war demands,https://www.washingtonpost.com/national-security/2026/04/06/trump-us-iran-war-rescue-airman/
101,2026-04-06-04-56-03 +0000,bbc,Trump issues expletive-laden threat to Iran over Hormuz Strait blockage,https://www.bbc.com/news/articles/cvg0q6wdzp1o?at_medium=RSS&at_campaign=rss
100,2026-04-06-06-33-20 +0000,nypost,"US, Israeli airstrikes batter Iran as Trump’s Strait of Hormuz deadline looms",https://nypost.com/2026/04/06/world-news/us-israeli-airstrikes-batter-iran-as-trumps-strait-of-hormuz-deadline-looms/
100,2026-04-05-22-00-49 +0000,nyt,Trump Revels in Threats to Commit War Crimes in Iran,https://www.nytimes.com/2026/04/05/us/politics/trump-iran-war-crimes-truth-social.html
98,2026-04-05-17-17-47 +0000,wapo,Trump threatens Iran with ‘Hell’ over Strait of Hormuz in profane post,https://www.washingtonpost.com/politics/2026/04/05/trump-iran-strait-hormuz-easter-threat/
93,2026-04-06-00-23-16 +0000,bbc,Trump declares victory after rescue but threats to US operation in Iran still loom,https://www.bbc.com/news/articles/cy01vg7x5ppo?at_medium=RSS&at_campaign=rss
91,2026-04-06-13-09-00 +0000,nyt,"On Iran, Trump Keeps World Off Balance With Ever-Changing Threats",https://www.nytimes.com/2026/04/06/world/europe/iran-trump-threats.html
90,2026-04-06-11-51-16 +0000,nyt,Oil Seesaws After Trump’s Latest Threats on Iran,https://www.nytimes.com/2026/04/06/business/oil-stocks-gas-prices-iran.html
87,2026-04-06-11-48-48 +0000,bbc,Oil prices choppy after expletive-laden Trump threat to Iran,https://www.bbc.com/news/articles/c8dl7g6e59eo?at_medium=RSS&at_campaign=rss
86,2026-04-05-22-25-55 +0000,nyt,Trump’s Lesson From Risky Rescue: Threaten to Go Harder at Iran,https://www.nytimes.com/2026/04/05/us/politics/trump-risky-rescue-threats-iran.html
81,2026-04-06-11-24-35 +0000,nypost,Iran vows ‘devastating and widespread’ retaliations if Trump follows through with fresh strikes,https://nypost.com/2026/04/06/us-news/iran-vows-devastating-and-widespread-retaliations-if-trump-follows-through-with-fresh-strikes/
80,2026-04-05-20-54-28 +0000,nypost,Iran shares video of $200 million destroyed US aircraft after Air Force blew them up during rescue mission,https://nypost.com/2026/04/05/world-news/iran-shares-video-of-destroyed-us-aircraft-blown-up-amid-daring-rescue-mission/
78,2026-04-05-20-14-07 +0000,nyt,Trump Seems Emboldened With New Threats in Truth Social Post Over Strait of Hormuz,https://www.nytimes.com/2026/04/05/world/middleeast/trump-truth-social-post-iran-allah-strait-of-hormuz.html
73,2026-04-06-10-00-00 +0000,wsj,"Jamie Dimon Warns of Higher Inflation, Interest Rates From Iran War",https://www.wsj.com/finance/jamie-dimon-warns-of-higher-inflation-interest-rates-from-iran-war-3cba4c12?mod=rss_markets_main
72,2026-04-06-09-02-21 +0000,nyt,"In Race to Replace Marjorie Taylor Greene, the Iran War Is a Dividing Line",https://www.nytimes.com/2026/04/06/us/politics/georgia-election-iran-marjorie-taylor-greene-house.html
71,2026-04-06-04-01-09 +0000,nyt,China Started Preparing for an Energy Crisis Long Before the Iran War,https://www.nytimes.com/2026/04/06/business/china-oil-shock-iran-war.html
69,2026-04-06-01-00-00 +0000,wsj,Saudi Arabia’s Grand Vision Slams Into Financial Reality—and the Iran War,https://www.wsj.com/world/middle-east/saudi-arabia-futuristic-vision-reality-3245a8b5
68,2026-04-05-21-25-48 +0000,bbc,Why did US and Israel attack Iran and how long could the war last?,https://www.bbc.com/news/articles/cx2dyz6p3weo?at_medium=RSS&at_campaign=rss
67,2026-04-05-22-35-54 +0000,nyt,U.S. Rescues Missing Air Force Officer Whose Fighter Jet Was Downed by Iran,https://www.nytimes.com/2026/04/04/us/politics/military-iran-airman-rescue.html
65,2026-04-05-14-46-41 +0000,nyt,How the CIA Helped Locate a Missing Airman After Iran Downed a U.S. Fighter Jet,https://www.nytimes.com/2026/04/05/world/middleeast/cia-us-airman-rescue-iran.html
65,2026-04-06-11-06-37 +0000,nypost,Trump endorses former British government aide Steve Hilton in California governor’s race,https://nypost.com/2026/04/06/us-news/trump-endorses-former-british-government-aide-steve-hilton-in-california-governors-race/
64,2026-04-05-17-34-47 +0000,nyt,Iran’s Downing of Fighter Jet and U.S. Rescue Leave Both Sides Dangerously Emboldened,https://www.nytimes.com/2026/04/05/world/middleeast/iran-us-rescue.html
63,2026-04-05-16-01-08 +0000,nyt,OPEC Plus Warns of Slow Recovery After War in Iran,https://www.nytimes.com/2026/04/05/business/opec-plus-oil-production-iran.html
62,2026-04-05-19-54-35 +0000,nyt,Here’s a Timeline of Trump’s Ultimatums Over the Strait of Hormuz,https://www.nytimes.com/2026/04/05/world/middleeast/trump-strait-of-hormuz-deadline-iran-war.html
62,2026-04-06-00-56-53 +0000,nyt,A Harrowing Race Against Time to Find a Downed U.S. Airman in Iran,https://www.nytimes.com/2026/04/05/us/iran-airman-fighter-jet-rescue-mission.html
61,2026-04-05-20-15-24 +0000,nyt,"At War With Iran Again, Some Israelis Fear Conflict Is Becoming Routine",https://www.nytimes.com/2026/04/03/world/middleeast/israel-war-mood.html
61,2026-04-05-16-17-00 +0000,wsj,Trump Ramps Up Threats After Second Airman Is Rescued,https://www.wsj.com/world/trump-ramps-up-threats-after-second-airman-is-rescued-7ea35d80
60,2026-04-06-12-22-21 +0000,bbc,How rescue of US airman in remote part of Iran unfolded,https://www.bbc.com/news/articles/cx2vpz1kwreo?at_medium=RSS&at_campaign=rss
60,2026-04-05-21-03-55 +0000,nypost,Dems’ anti-Trump Easter message backfires as their Joe Biden snub sparks humiliating throwback,https://nypost.com/2026/04/05/us-news/dems-anti-trump-easter-message-backfires-as-their-joe-biden-snub-sparks-humiliating-throwback/
59,2026-04-05-20-14-11 +0000,nyt,"Democrats, Republicans Clash Over Iran War in Week 6",https://www.nytimes.com/2026/04/05/us/politics/democrats-republicans-trump-iran-war.html
59,2026-04-06-06-15-20 +0000,bbc,'Positives' for tourism despite Iran war uncertainty,https://www.bbc.com/news/articles/cly7ngpgz5xo?at_medium=RSS&at_campaign=rss
