source,1h,24h,7d
nyt,9,95,263
nypost,5,51,80
startribune,2,10,10
bbc,1,46,227
wsj,1,22,207
wapo,1,9,26
cbc,1,8,38
latimes,0,12,180
missionlocal,0,3,30
48hills,0,0,10
eltecolote,0,0,2
toi,0,0,0
