source,1h,24h,7d
nyt,0,155,290
wsj,0,103,256
bbc,0,90,231
nypost,0,58,78
wapo,0,48,87
latimes,0,26,146
chitri,0,24,140
cbc,0,23,39
missionlocal,0,12,31
startribune,0,10,10
48hills,0,6,10
eltecolote,0,0,0
toi,0,0,0
