source,1h,24h,7d
nyt,0,83,259
wapo,0,70,118
wsj,0,60,251
bbc,0,56,232
nypost,0,40,80
cbc,0,13,39
startribune,0,10,10
latimes,0,6,141
48hills,0,5,10
missionlocal,0,2,27
eltecolote,0,0,4
toi,0,0,0
