source,1h,24h,7d
nyt,29,182,310
nypost,19,72,79
wsj,7,134,260
bbc,6,91,221
startribune,2,10,10
missionlocal,2,8,31
latimes,1,26,153
wapo,1,14,27
cbc,0,12,40
48hills,0,0,10
eltecolote,0,0,2
toi,0,0,0
