source,1h,24h,7d
nypost,2,67,80
nyt,1,185,268
bbc,0,96,221
wsj,0,67,201
latimes,0,37,158
cbc,0,15,36
wapo,0,13,22
startribune,0,8,10
toi,0,0,0
