source,1h,24h,7d
nyt,13,165,309
wsj,11,123,256
bbc,9,101,218
nypost,9,69,80
cbc,1,24,40
latimes,0,21,140
startribune,0,10,10
missionlocal,0,4,31
48hills,0,3,10
wapo,0,3,6
eltecolote,0,0,2
toi,0,0,0
