source,1h,24h,7d
nypost,5,49,80
nyt,3,86,267
latimes,3,21,155
wapo,1,21,37
cbc,1,9,37
bbc,0,40,209
wsj,0,27,248
missionlocal,0,6,28
48hills,0,2,10
eltecolote,0,0,3
toi,0,0,0
