source,1h,24h,7d
nyt,15,115,247
nypost,12,59,79
wsj,6,39,186
bbc,1,75,214
missionlocal,1,4,31
latimes,0,21,154
cbc,0,16,39
wapo,0,16,30
startribune,0,10,10
48hills,0,1,10
eltecolote,0,1,2
toi,0,0,0
