source,1h,24h,7d
nyt,13,147,297
wapo,11,43,67
nypost,9,74,80
wsj,5,111,260
bbc,2,93,205
startribune,2,10,10
latimes,0,46,159
cbc,0,14,36
missionlocal,0,6,31
48hills,0,4,10
eltecolote,0,0,2
toi,0,0,0
