source,1h,24h,7d
nyt,0,126,251
bbc,0,100,235
nypost,0,61,80
wsj,0,58,189
latimes,0,30,156
cbc,0,17,35
wapo,0,16,39
startribune,0,10,10
missionlocal,0,7,30
48hills,0,3,10
eltecolote,0,0,1
toi,0,0,0
