source,1h,24h,7d
nypost,11,63,80
wsj,8,110,281
bbc,4,97,209
nyt,2,113,282
wapo,2,34,70
startribune,2,10,10
latimes,1,34,154
cbc,1,22,40
chitri,0,34,150
missionlocal,0,5,31
48hills,0,5,10
eltecolote,0,0,3
toi,0,0,0
