source,1h,24h,7d
nyt,15,133,271
nypost,9,53,80
wsj,4,66,201
bbc,2,92,214
latimes,2,37,176
wapo,1,24,42
cbc,0,17,38
missionlocal,0,10,31
startribune,0,7,8
48hills,0,3,10
toi,0,0,0
