source,1h,24h,7d
nyt,24,143,285
wsj,16,113,253
nypost,10,72,78
bbc,8,81,218
startribune,3,10,10
cbc,1,24,39
latimes,0,31,167
missionlocal,0,7,31
wapo,0,7,7
48hills,0,5,10
eltecolote,0,0,2
toi,0,0,0
