source,1h,24h,7d
wsj,14,91,238
nyt,13,169,321
nypost,10,67,80
bbc,4,91,226
wapo,4,22,36
cbc,3,23,38
startribune,1,10,10
missionlocal,1,4,26
latimes,0,40,168
48hills,0,4,10
eltecolote,0,0,1
toi,0,0,0
