source,1h,24h,7d
bbc,2,92,241
nyt,0,146,284
wsj,0,122,252
nypost,0,71,80
latimes,0,33,147
cbc,0,18,39
wapo,0,15,32
startribune,0,10,10
missionlocal,0,7,28
48hills,0,2,10
eltecolote,0,2,3
toi,0,0,0
