source,1h,24h,7d
nyt,8,91,241
wsj,4,58,221
bbc,2,69,178
nypost,0,56,79
latimes,0,18,105
cbc,0,11,34
wapo,0,9,19
startribune,0,8,8
missionlocal,0,2,25
48hills,0,2,7
eltecolote,0,0,1
toi,0,0,0
