source,1h,24h,7d
nyt,4,251,326
wsj,1,116,261
bbc,0,80,217
nypost,0,71,79
wapo,0,29,69
latimes,0,24,156
cbc,0,14,40
startribune,0,8,8
missionlocal,0,7,31
48hills,0,5,10
eltecolote,0,0,1
toi,0,0,0
