source,1h,24h,7d
wsj,6,108,261
nyt,4,138,313
bbc,3,90,235
nypost,3,75,79
missionlocal,1,6,31
latimes,0,30,143
cbc,0,22,39
startribune,0,10,10
48hills,0,4,10
wapo,0,3,8
eltecolote,0,0,1
toi,0,0,0
