source,1h,24h,7d
nyt,15,157,289
nypost,5,65,80
wsj,4,65,205
bbc,0,62,207
latimes,0,32,144
wapo,0,29,51
startribune,0,10,10
cbc,0,8,36
toi,0,0,0
