source,1h,24h,7d
nyt,10,152,288
nypost,4,69,80
bbc,2,81,226
wsj,1,50,194
startribune,1,10,10
latimes,0,33,172
cbc,0,19,33
wapo,0,12,25
missionlocal,0,6,31
48hills,0,5,10
eltecolote,0,1,3
toi,0,0,0
