source,1h,24h,7d
nyt,28,144,275
wsj,7,61,194
bbc,4,60,210
wapo,3,25,53
nypost,2,67,80
cbc,2,12,34
latimes,0,31,159
startribune,0,10,10
toi,0,0,0
