source,1h,24h,7d
bbc,1,97,212
nypost,1,69,80
chitri,1,29,132
nyt,0,133,249
wsj,0,99,260
wapo,0,23,50
latimes,0,19,155
cbc,0,16,39
startribune,0,10,10
missionlocal,0,5,31
48hills,0,3,10
eltecolote,0,0,0
toi,0,0,0
