source,1h,24h,7d
nypost,6,47,80
nyt,5,52,243
bbc,3,30,210
wsj,1,35,196
latimes,1,15,151
startribune,1,8,10
wapo,0,11,20
missionlocal,0,5,31
cbc,0,4,36
48hills,0,0,10
eltecolote,0,0,4
toi,0,0,0
