source,1h,24h,7d
nyt,1,120,266
wsj,1,117,266
bbc,1,103,232
nypost,1,65,80
cbc,0,21,40
latimes,0,19,143
startribune,0,10,10
missionlocal,0,6,31
wapo,0,6,14
48hills,0,4,10
eltecolote,0,0,1
toi,0,0,0
