source,1h,24h,7d
wsj,5,18,205
nypost,4,43,80
nyt,2,77,271
bbc,2,50,211
startribune,1,7,10
latimes,0,15,144
wapo,0,14,41
cbc,0,7,36
toi,0,0,0
