source,1h,24h,7d
nyt,21,166,293
nypost,17,72,80
wsj,7,102,249
bbc,4,94,235
latimes,1,34,159
startribune,1,10,10
wapo,0,10,13
missionlocal,0,6,31
48hills,0,4,10
eltecolote,0,0,1
toi,0,0,0
