source,1h,24h,7d
nyt,7,167,287
bbc,4,93,218
nypost,4,66,80
wsj,0,100,260
latimes,0,31,154
cbc,0,16,39
wapo,0,12,22
startribune,0,10,10
missionlocal,0,6,31
48hills,0,2,10
eltecolote,0,0,0
toi,0,0,0
