source,1h,24h,7d
bbc,10,86,216
nypost,8,62,80
wsj,7,104,259
nyt,4,160,297
wapo,3,29,45
missionlocal,1,3,31
chitri,0,25,147
latimes,0,16,129
cbc,0,16,39
startribune,0,8,10
48hills,0,6,10
eltecolote,0,0,0
toi,0,0,0
