source,1h,24h,7d
nyt,13,97,268
nypost,7,53,80
bbc,3,48,217
wsj,3,24,239
latimes,1,20,149
startribune,1,10,10
chitri,1,5,144
cbc,0,7,40
wapo,0,7,11
missionlocal,0,3,31
48hills,0,1,10
eltecolote,0,0,0
toi,0,0,0
