source,1h,24h,7d
nyt,14,92,278
wapo,6,46,59
wsj,4,76,237
bbc,4,69,222
nypost,1,55,79
startribune,1,9,10
latimes,0,16,157
cbc,0,5,38
48hills,0,4,10
missionlocal,0,1,31
toi,0,0,0
