source,1h,24h,7d
bbc,3,40,230
nyt,0,90,274
nypost,0,50,80
wsj,0,26,257
latimes,0,16,154
startribune,0,10,10
wapo,0,8,12
cbc,0,6,40
missionlocal,0,1,31
48hills,0,0,10
eltecolote,0,0,3
toi,0,0,0
