source,1h,24h,7d
nyt,9,126,245
nypost,6,69,80
wsj,5,60,194
bbc,2,92,215
wapo,2,19,39
startribune,1,10,10
latimes,0,30,148
cbc,0,21,36
missionlocal,0,5,26
48hills,0,3,10
eltecolote,0,0,1
toi,0,0,0
