source,1h,24h,7d
nyt,5,191,288
wsj,5,120,250
nypost,3,73,80
wapo,1,15,30
missionlocal,1,6,31
bbc,0,94,212
latimes,0,22,145
cbc,0,19,39
startribune,0,8,8
48hills,0,2,10
eltecolote,0,1,1
toi,0,0,0
