source,1h,24h,7d
nyt,30,147,298
nypost,13,80,80
wsj,5,102,270
startribune,5,10,10
cbc,2,24,38
bbc,1,86,209
latimes,1,42,181
wapo,0,11,20
missionlocal,0,6,31
48hills,0,4,10
eltecolote,0,1,3
toi,0,0,0
