source,1h,24h,7d
bbc,7,44,223
nyt,6,95,250
nypost,3,53,79
latimes,2,9,112
wsj,1,33,228
startribune,1,6,10
wapo,0,21,43
cbc,0,12,40
missionlocal,0,3,24
48hills,0,0,10
eltecolote,0,0,1
toi,0,0,0
