source,1h,24h,7d
nypost,6,66,79
nyt,4,130,266
startribune,3,10,10
wsj,2,103,243
bbc,1,69,231
latimes,0,22,171
cbc,0,16,39
wapo,0,14,27
missionlocal,0,7,31
48hills,0,2,10
eltecolote,0,2,2
toi,0,0,0
