source,1h,24h,7d
nyt,0,81,265
bbc,0,53,199
nypost,0,53,80
wsj,0,52,245
cbc,0,10,38
wapo,0,7,23
latimes,0,5,146
missionlocal,0,3,28
48hills,0,3,10
toi,0,0,0
