source,1h,24h,7d
nyt,7,141,296
wsj,7,100,247
bbc,7,92,231
cbc,2,23,39
nypost,0,67,80
latimes,0,24,148
missionlocal,0,9,31
wapo,0,9,17
startribune,0,8,8
48hills,0,3,10
eltecolote,0,0,1
toi,0,0,0
