source,1h,24h,7d
nyt,17,105,256
nypost,3,41,79
wapo,3,40,56
latimes,2,8,138
bbc,1,89,227
wsj,1,78,235
startribune,1,9,10
cbc,0,10,38
missionlocal,0,4,31
48hills,0,1,10
eltecolote,0,0,2
toi,0,0,0
