source,1h,24h,7d
nyt,26,97,262
wsj,11,100,258
nypost,9,63,79
bbc,6,70,217
latimes,1,12,149
wapo,0,22,34
chitri,0,13,141
cbc,0,12,40
startribune,0,9,10
missionlocal,0,4,31
48hills,0,3,10
eltecolote,0,0,0
toi,0,0,0
