source,1h,24h,7d
nyt,8,147,253
nypost,2,68,80
wsj,2,50,175
startribune,2,10,10
bbc,1,70,218
missionlocal,1,4,27
latimes,0,28,152
wapo,0,17,30
cbc,0,14,36
48hills,0,6,10
eltecolote,0,2,4
toi,0,0,0
