source,1h,24h,7d
nyt,20,156,245
nypost,13,66,80
bbc,6,99,249
wapo,4,59,76
48hills,2,6,10
wsj,1,55,210
cbc,1,18,38
startribune,1,10,10
latimes,0,36,174
missionlocal,0,6,31
toi,0,0,0
