source,1h,24h,7d
nyt,16,170,312
bbc,16,112,217
wsj,2,96,239
nypost,2,72,80
wapo,2,23,38
cbc,1,18,38
missionlocal,1,5,28
latimes,0,34,168
startribune,0,9,10
48hills,0,3,10
toi,0,0,0
