source,1h,24h,7d
nyt,9,147,296
bbc,9,92,214
wsj,6,88,247
nypost,3,70,78
cbc,1,21,39
wapo,1,7,13
latimes,0,25,145
startribune,0,10,10
missionlocal,0,4,31
48hills,0,2,10
eltecolote,0,0,0
toi,0,0,0
